1	11.9189	107.9069
2	11.9189	107.9694
3	11.9189	108.0319
4	11.9814	107.8444
5	11.9814	107.9069
6	11.9814	107.9694
7	11.9814	108.0319
8	11.9814	108.1569
9	12.0439	107.8444
10	12.0439	107.9069
11	12.0439	107.9694
12	12.0439	108.0319
13	12.0439	108.0944
14	12.0439	108.1569
15	12.0439	108.2194
16	12.1064	107.8444
17	12.1064	107.9069
18	12.1064	107.9694
19	12.1064	108.0319
20	12.1064	108.0944
21	12.1064	108.1569
22	12.1064	108.2194
23	12.1064	108.2819
24	12.1064	108.3444
25	12.1689	107.7819
26	12.1689	107.8444
27	12.1689	107.9069
28	12.1689	107.9694
29	12.1689	108.0319
30	12.1689	108.0944
31	12.1689	108.1569
32	12.1689	108.2194
33	12.1689	108.2819
34	12.1689	108.3444
35	12.1689	108.4069
36	12.1689	108.4694
37	12.1689	108.5319
38	12.1689	108.5944
39	12.2314	107.7194
40	12.2314	107.7819
41	12.2314	107.8444
42	12.2314	107.9069
43	12.2314	107.9694
44	12.2314	108.0319
45	12.2314	108.0944
46	12.2314	108.1569
47	12.2314	108.2194
48	12.2314	108.2819
49	12.2314	108.3444
50	12.2314	108.4069
51	12.2314	108.4694
52	12.2314	108.5319
53	12.2314	108.5944
54	12.2314	108.6569
55	12.2939	106.2194
56	12.2939	107.4069
57	12.2939	107.6569
58	12.2939	107.7194
59	12.2939	107.7819
60	12.2939	107.8444
61	12.2939	107.9069
62	12.2939	107.9694
63	12.2939	108.0319
64	12.2939	108.0944
65	12.2939	108.1569
66	12.2939	108.2194
67	12.2939	108.2819
68	12.2939	108.3444
69	12.2939	108.4069
70	12.2939	108.4694
71	12.2939	108.5319
72	12.2939	108.5944
73	12.2939	108.6569
74	12.3564	106.0944
75	12.3564	106.1569
76	12.3564	106.2194
77	12.3564	106.2819
78	12.3564	106.3444
79	12.3564	106.4069
80	12.3564	106.4694
81	12.3564	107.1569
82	12.3564	107.2194
83	12.3564	107.3444
84	12.3564	107.4069
85	12.3564	107.4694
86	12.3564	107.5319
87	12.3564	107.5944
88	12.3564	107.6569
89	12.3564	107.7194
90	12.3564	107.7819
91	12.3564	107.8444
92	12.3564	107.9069
93	12.3564	107.9694
94	12.3564	108.0319
95	12.3564	108.0944
96	12.3564	108.1569
97	12.3564	108.2194
98	12.3564	108.2819
99	12.3564	108.3444
100	12.3564	108.4069
101	12.3564	108.4694
102	12.3564	108.5319
103	12.3564	108.5944
104	12.3564	108.6569
105	12.4189	106.0319
106	12.4189	106.0944
107	12.4189	106.1569
108	12.4189	106.2194
109	12.4189	106.2819
110	12.4189	106.3444
111	12.4189	106.4069
112	12.4189	106.4694
113	12.4189	106.5319
114	12.4189	106.9069
115	12.4189	106.9694
116	12.4189	107.0319
117	12.4189	107.0944
118	12.4189	107.1569
119	12.4189	107.2194
120	12.4189	107.2819
121	12.4189	107.3444
122	12.4189	107.4069
123	12.4189	107.4694
124	12.4189	107.5319
125	12.4189	107.5944
126	12.4189	107.6569
127	12.4189	107.7194
128	12.4189	107.7819
129	12.4189	107.8444
130	12.4189	107.9069
131	12.4189	107.9694
132	12.4189	108.0319
133	12.4189	108.0944
134	12.4189	108.1569
135	12.4189	108.2194
136	12.4189	108.2819
137	12.4189	108.3444
138	12.4189	108.4069
139	12.4189	108.4694
140	12.4189	108.5319
141	12.4189	108.5944
142	12.4189	108.6569
143	12.4814	106.0319
144	12.4814	106.0944
145	12.4814	106.1569
146	12.4814	106.2194
147	12.4814	106.2819
148	12.4814	106.3444
149	12.4814	106.4069
150	12.4814	106.4694
151	12.4814	106.5319
152	12.4814	106.5944
153	12.4814	106.6569
154	12.4814	106.7194
155	12.4814	106.7819
156	12.4814	106.8444
157	12.4814	106.9069
158	12.4814	106.9694
159	12.4814	107.0319
160	12.4814	107.0944
161	12.4814	107.1569
162	12.4814	107.2194
163	12.4814	107.2819
164	12.4814	107.3444
165	12.4814	107.4069
166	12.4814	107.4694
167	12.4814	107.5319
168	12.4814	107.5944
169	12.4814	107.6569
170	12.4814	107.7194
171	12.4814	107.7819
172	12.4814	107.8444
173	12.4814	107.9069
174	12.4814	107.9694
175	12.4814	108.0319
176	12.4814	108.0944
177	12.4814	108.1569
178	12.4814	108.2194
179	12.4814	108.2819
180	12.4814	108.3444
181	12.4814	108.4069
182	12.4814	108.4694
183	12.4814	108.5319
184	12.4814	108.5944
185	12.4814	108.6569
186	12.5439	106.0319
187	12.5439	106.0944
188	12.5439	106.1569
189	12.5439	106.2194
190	12.5439	106.2819
191	12.5439	106.3444
192	12.5439	106.4069
193	12.5439	106.4694
194	12.5439	106.5319
195	12.5439	106.5944
196	12.5439	106.6569
197	12.5439	106.7194
198	12.5439	106.7819
199	12.5439	106.8444
200	12.5439	106.9069
201	12.5439	106.9694
202	12.5439	107.0319
203	12.5439	107.0944
204	12.5439	107.1569
205	12.5439	107.2194
206	12.5439	107.2819
207	12.5439	107.3444
208	12.5439	107.4069
209	12.5439	107.4694
210	12.5439	107.5319
211	12.5439	107.5944
212	12.5439	107.6569
213	12.5439	107.7194
214	12.5439	107.7819
215	12.5439	107.8444
216	12.5439	107.9069
217	12.5439	107.9694
218	12.5439	108.0319
219	12.5439	108.0944
220	12.5439	108.1569
221	12.5439	108.2194
222	12.5439	108.2819
223	12.5439	108.3444
224	12.5439	108.4069
225	12.5439	108.4694
226	12.5439	108.5319
227	12.5439	108.5944
228	12.5439	108.6569
229	12.5439	108.7194
230	12.6064	106.0319
231	12.6064	106.0944
232	12.6064	106.1569
